Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor,Subsector
Avataa Me,AR platform,Series A,7000000.0,Bangalore,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,2014,Gaurav Baid,Sequoia Capital India,
Arrival,EV startup,,118000000.0,"London, England, United Kingdom",Arrival is a technology company that specializes in developing electric vehicles.,2020,2015,Denis Sverdlov,"UPS Ventures, Hyundai Motor Company",
Cover Genius,FinTech,,15000000.0,"Sydney, New South Wales, Australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,2014,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital",
Phononic Vibes,Deeptech,,2300000.0,"Milano, Lombardia, Italy","Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,2018,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",,
Clair,FinTech,Seed,4500000.0,Outside India,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,2019,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",
Miko,AI,Pre-series B,3000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,2015,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital",
Razorpay,FinTech,Series D,100000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,2014,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",
Ninjacart,FoodTech,,30000000.0,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,2015,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart",
Wow! Momo,FoodTech,Debt Financing,5000000.0,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,2008,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",
Pepper Content,Content marketplace,Series A,4200000.0,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2020,2017,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari",
LIVSPACE,Interior Design,Debt Financing,4000000.0,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2020,2014,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",
Acculi Labs,HealthTech,Seed,600000.0,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,2020,2017,"HariPrasath M., Rupam Das",Startup Basket.,
Your MD,HealthTech,,25000000.0,"London, England, United Kingdom",Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2020,2012,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital",
Antaios,Tech,,11000000.0,France,Developer of memory-based technology intended to solve issues of advanced computing.,2020,2016,Jean Pierre Nozieres,,
Unnati,AgriTech,Pre-series A,1700000.0,Noida,A helping hand to the farming community through Artificial Intelligence,2020,2017,"Amit Sinha, Ashok Prasad",NABVENTURES,
Disprz,EdTech,Pre-series B,1600000.0,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2020,2015,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",
Uni,FinTech,Seed,18500000.0,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,,Nitin Gupta,"Lightspeed India Partners, Accel India",
Credit Wise Capital,FinTech,Seed,6000000.0,Mumbai,CreditWise Capital is a consumer finance company.,2020,1994,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,
Chargebee,Tech,Series F,55000000.0,"San Francisco Bay Area, West Coast, Western US",Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2020,2011,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",
Winuall,EdTech,,2000000.0,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2020,2019,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",
Genrobotics,AI,,300000.0,Trivandrum,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2020,2015,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,
Livve,Rental space,Seed,1500000.0,Kochi,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2020,2015,Maya Lakshman,,
Ergos,AgriTech,Series A,5000000.0,"Samastipur, Bihar",Ergos is building an integrated supply chain by setting up micro warehouses.,2020,2012,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures",
Krishitantra,Soil-Tech,Seed,1000000.0,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,2017,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",
Monet Networks,AI,Bridge,500000.0,"Irvine, California, United States",Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2020,2014,Anurag Bist,"SenseAI Ventures, EvoNexus",
NirogStreet,Ayurveda tech,Pre-series A,2000000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,2016,Ram N Kumar,"Wavemaker Partners, Subho Ray",
Fanball XI,Gaming,Seed,1000000.0,Delhi,The gaming company mostly focused on fantasy football games,2020,,Vinayak Seth,Foxhog Ventures,
Treebo Hotels,Hospitality,,6000000.0,Bangalore,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,2015,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy",
GPS Renewables,Cleantech,Series A,3000000.0,Bangalore,To solve the urban waste problem by utilising local technologies and business models.,2020,2010,"Mainak, Sreekrishna","Triodos, Caspian",
Public,Media,,30000000.0,Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,2019,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",
Legal Salah,LegalTech,Seed,1000000.0,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,2015,CA Abhinit Singh,I2I Capitals,
ECOSTP,Sanitation solutions,,19000000.0,Bangalore,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,2017,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre,
Coralogix,Tech,Series B,25000000.0,Outside India,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2020,2013,"Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners",
Equiwatt,Tech,,300000.0,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,2015,"Johnson Fernandes, Ravneet Kaur",Rising Stars,
Reliance Retail Ventures,E-Commerce,,800000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,2006,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",
Zhangmen,EdTech,,400000000.0,"Shanghai, China",Zhangmen is an online tutoring platform provides tutoring courses to students.,2020,2005,Yi Zhang,"CICC Alpha, VMS Asset Management",
AgroWave,AgriTech,,500000.0,Gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2020,2017,Anu Meena,Sekhar Puli,
Sapio Analytics,Tech,,150000.0,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,2018,"Ashwin Srivastava, Hardik Somani",,
Taimei,HealthTech,,176000000.0,"Jiaxing, Zhejiang, China",Taimei Technology provides a cloud platform for clinical research collaboration.,2020,2013,Lu Zhao,"Cowin Venture, ZSVC",
Avanse Financial Services,FinTech,,15000000.0,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020,2012,Amit Gainda,International Finance Corporation,
Industry Buying,E-Commerce,,15000000.0,Delhi,India's largest industrial ecommerce platform,2020,2013,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",
Hopscotch,E-Commerce,,25000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020,2011,Rahul Anand,"Marc Lore, Rise Capital",
Pristyn Care,HealthTech,,11000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2020,2018,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",
WoodenStreet,Home Design,,1000000.0,Rajastan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2020,2015,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",
ACKO,InsureTech,,60000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,2020,2016,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",
Farmers Fresh Zone,AgriTech,,470000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2020,2015,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam",
Infurnia,Tech,,240000.0,Bangalore,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2020,2014,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures",
GenieTalk,Tech,,750000.0,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020,2016,"Santosh Kataria, Ankit Kimtee, Vivek Jain",,
Classplus,EdTech,,10000000.0,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2020,2018,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",
Mobile Premier League,Entertainment,,74000000.0,Bangalore,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2020,2018,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet",
Fourth Partner Energy,Solar solution,,16000000.0,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2020,2010,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)",
Flipkart,E-Commerce,,62000000.0,Bangalore,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2020,2007,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",
Vivriti Capital,FinTech,,1000000.0,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020,2017,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC",
InsuranceDekho,FinTech,,20000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020,2017,Ankit Agrawal,GirnarSoft,
BestDoc,HealthTech,,2100000.0,Kochi,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2020,2016,"Afsal Salu, Fayaz Bin Abdu, Soudabi",,
Byju’s,EdTech,,500000000.0,Bangalore,An Indian educational technology and online tutoring firm,2020,2011,Byju Raveendran,"Owl Ventures, Tiger Global Management",
Melorra,Jewellery startup,,12500000.0,Bangalore,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,2020,2015,"Krishna Kumar, Saroja Yeramilli","Jamshed Jeejeebhoy, Symphony International Holdings",
Reliance,Multinational conglomerate company,,2200000000.0,Mumbai,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",2020,1973,Dhirubhai Ambani,"Facebook, Google, KKR, Silver Lake",
Inflexor Ventures,FinTech,,10000000.0,Mumbai,Experienced Venture Capital-General Partner focused on Technology investments.,2020,2020,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",,
Pandorum,Deeptech startup,,5060000.0,Bangalore,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,2020,2011,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund",
Dream11,Entertainment,,225000000.0,Mumbai,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,2020,2008,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings",
SignalX,SaaS platform,,750000.0,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020,2018,Govind Balachandran,,
JetSynthesys,Tech,,40000000.0,Mumbai,Gaming and entertainment startup,2020,2012,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan",
Vesta Space Technology,Tech,,10000000.0,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020,2018,Arun Kumar Sureban,,
Dozee,HealthTech,,1600000.0,Bangalore,Dozee offers health and wellness monitoring products.,2020,2015,Gaurav Parchani,,
Rebel Foods,Foodtech,,50000000.0,Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2020,2011,"Jaydeep Barman, Kallol Banerjee",Coatue Management,
Nykaa,Fashion,,24700000.0,Mumbai,Cosmetics & beauty products online,2020,2012,Falguni Nayar,Steadview Capital,
Ketto,FinTech,,7700000.0,Mumbai,"Crowdfunding, Charity, E-commerce",2020,2012,"Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital",
Suryoday,FinTech,,800000.0,Mumbai,Banks that extends two distinct fixed deposit schemes,2020,2008,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital",
SucSEED,FinTech,,1300000.0,Hyderabad,Venture Partners,2020,2016,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal",
Unacademy,EdTech,,150000000.0,Bangalore,Unacademy is an Indian online education technology company,2020,2015,"Gaurav Munjal, ‎Roman Saini‎","Nexus Venture Partners, Sequoia Capital",
Strata,Real Estate,,19067328.0,Bangalore,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",2020,2019,"Lodha, Priyanka Rathore","Propstack, SAIF Partners",
3one4 Capital,Venture capital,,100000000.0,Bangalore,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,2020,2016,"Pranav Pai, Siddarth Pai",,
